1218271141735414,ef3b3dd2a006,-88
1218271145311352,E7B2D23D89EC,-92
1218271165980468,ef3b3dd2a008,-86
1218271176751042,ef3b3dd2a011,-89
1218271193093908,ef3b3dd2a005,-90
1218271197356930,ef3b3dd2a016,-96
1218271199307607,ef3b3dd2a012,-75
1218271220607453,ef3b3dd2a018,-88
1218271292704752,C69294C41E47,-98
1218271306188555,ef3b3dd2e009,-99
1218271312650795,ef3b3dd2a009,-98
1218271321208817,ef3b3dd2a019,-84
1218271327268401,E9BDCC7D8FE6,-101
1218271347262830,ef3b3dd2e007,-96
1218271349080018,ef3b3dd2a006,-88
1218271402475127,ef3b3dd2a012,-77
1218271417336795,ef3b3dd2a015,-95
1218271468228363,ef3b3dd2a002,-88
1218271472441228,ef3b3dd2a020,-98
1218271483503052,ef3b3dd2e007,-99
1218271492803418,C69294C41E47,-96
1218271520928837,ef3b3dd2a009,-100
1218271533198942,ef3b3dd2a013,-102
1218271535222953,E9BDCC7D8FE6,-100
1218271549360402,E7B2D23D89EC,-93
1218271558234622,ef3b3dd2a006,-91
1218271583291343,ef3b3dd2a008,-88
1218271588326031,ef3b3dd2e003,-91
1218271592404625,ef3b3dd2a011,-90
1218271593400615,ef3b3dd2e001,-105
1218271603306345,ef3b3dd2a016,-101
1218271678999738,ef3b3dd2a020,-97
1218271721798753,ef3b3dd2a009,-98
1218271752952558,E7B2D23D89EC,-102
1218271792126729,6859b8e6126b,-103
1218271802397146,ef3b3dd2a011,-87
1218271804205949,ef3b3dd2a005,-88
1218271808176157,ef3b3dd2a016,-96
1218271834935170,ef3b3dd2a018,-81
1218271878110435,ef3b3dd2a014,-96
1218271881699394,ef3b3dd2a020,-94
1218271882535436,ef3b3dd2a002,-95
1218271898048145,C69294C41E47,-94
1218271926656846,ef3b3dd2a009,-97
1218271941083775,E9BDCC7D8FE6,-100
1218271949230078,ef3b3dd2a019,-85
1218271971876538,ef3b3dd2a006,-87
1218272001585187,ef3b3dd2a008,-87
1218272002646854,ef3b3dd2a011,-89
1218272010189459,ef3b3dd2a005,-87
1218272016510084,ef3b3dd2a016,-94
1218272033222742,ef3b3dd2a015,-90
1218272039612170,ef3b3dd2a018,-81
1218272083177539,ef3b3dd2a002,-98
1218272086024258,ef3b3dd2a014,-93
1218272088798737,ef3b3dd2a020,-96
1218272131151710,ef3b3dd2a009,-93
1218272147596295,E9BDCC7D8FE6,-94
1218272156893119,ef3b3dd2a019,-84
1218272157454317,E7B2D23D89EC,-89
1218272203208384,ef3b3dd2a008,-89
1218272206504009,ef3b3dd2a012,-68
1218272208520312,ef3b3dd2a011,-87
1218272234579846,ef3b3dd2a015,-86
1218272243278492,ef3b3dd2a003,-103
1218272285288809,ef3b3dd2a002,-86
1218272295251727,ef3b3dd2a020,-94
1218272310025426,C69294C41E47,-97
1218272359802983,ef3b3dd2a019,-89
1218272388543715,F80332EDA645,-101
1218272409151217,ef3b3dd2a012,-71
1218272412956843,ef3b3dd2a008,-93
1218272414790020,ef3b3dd2a011,-89
1218272442039033,ef3b3dd2a015,-88
1218272443836585,ef3b3dd2a018,-89
1218272486029975,ef3b3dd2a002,-87
1218272496143309,ef3b3dd2a020,-96
1218272553632273,ef3b3dd2e007,-102
1218272567321181,E7B2D23D89EC,-98
1218272576365036,ef3b3dd2a019,-92
1218272579911703,ef3b3dd2a006,-88
1218272611234675,ef3b3dd2a012,-76
1218272616279623,ef3b3dd2a011,-90
1218272618129728,ef3b3dd2e003,-93
1218272621201655,ef3b3dd2a008,-97
1218272626202749,ef3b3dd2a005,-88
1218272645334626,ef3b3dd2a015,-86
1218272651934835,ef3b3dd2a018,-87
1218272690861297,ef3b3dd2a002,-85
1218272692448641,ef3b3dd2e007,-101
1218272698334475,ef3b3dd2a014,-90
1218272717821092,C69294C41E47,-100
1218272755069325,ef3b3dd2a013,-96
1218272759508752,E9BDCC7D8FE6,-94
1218272768981149,E7B2D23D89EC,-87
1218272783858546,ef3b3dd2a019,-84
1218272785996463,ef3b3dd2a006,-82
1218272819252300,ef3b3dd2a011,-92
1218272825453342,ef3b3dd2e007,-98
1218272828369801,ef3b3dd2e003,-85
1218272832437770,ef3b3dd2a008,-93
1218272835533187,ef3b3dd2a005,-91
1218272845206469,ef3b3dd2e001,-103
1218272884947879,ef3b3dd2e006,-91
1218272900058922,ef3b3dd2a002,-83
1218272918756007,C69294C41E47,-99
1218272949599813,ef3b3dd2a009,-91
1218272958050438,ef3b3dd2a013,-89
1218272959267834,ef3b3dd2e007,-96
1218272972820857,E7B2D23D89EC,-89
1218273022228778,ef3b3dd2a011,-94
1218273024018466,ef3b3dd2a012,-87
1218273078380190,ef3b3dd2c001,-102
1218273107167745,ef3b3dd2a014,-89
1218273147335041,ef3b3dd2a009,-92
1218273159787125,ef3b3dd2a013,-95
1218273181542596,E7B2D23D89EC,-87
1218273188300618,ef3b3dd2a019,-95
1218273194608952,ef3b3dd2a006,-86
1218273224535725,ef3b3dd2a011,-88
1218273231781039,ef3b3dd2a012,-80
1218273240436248,ef3b3dd2a005,-81
1218273244508227,ef3b3dd2a016,-86
1218273247682082,ef3b3dd2e003,-79
1218273259233802,ef3b3dd2a015,-87
1218273326994486,C69294C41E47,-100
1218273350348759,ef3b3dd2a009,-89
1218273356374489,ef3b3dd2e007,-101
1218273392513607,E7B2D23D89EC,-95
1218273397313399,ef3b3dd2a006,-83
1218273409906473,F80332EDA645,-98
1218273427035225,ef3b3dd2a011,-90
1218273440905434,ef3b3dd2a012,-76
1218273444498091,ef3b3dd2a016,-86
1218273456194967,ef3b3dd2e003,-85
1218273471067052,ef3b3dd2a018,-87
1218273509157108,ef3b3dd2a002,-87
1218273520866067,ef3b3dd2a014,-90
1218273566994353,ef3b3dd2a013,-90
1218273602483524,ef3b3dd2a006,-83
1218273635291912,ef3b3dd2a011,-100
1218273642955663,ef3b3dd2a012,-74
1218273662365040,ef3b3dd2a008,-92
1218273667501447,ef3b3dd2a015,-89
1218273672643010,ef3b3dd2e003,-84
1218273724163223,ef3b3dd2a014,-94
1218273756242185,ef3b3dd2a009,-90
1218273767465832,ef3b3dd2a013,-83
1218273805975679,ef3b3dd2a006,-93
1218273848060058,ef3b3dd2a012,-85
1218273854605736,ef3b3dd2a005,-97
1218273870437873,ef3b3dd2a015,-83
1218273883363083,ef3b3dd2a018,-93
1218273887688135,ef3b3dd2e003,-86
1218273889249542,ef3b3dd2e009,-101
1218273890384125,ef3b3dd2e007,-95
1218273927162723,ef3b3dd2a002,-85
1218273929325275,ef3b3dd2a014,-91
1218273934992307,ef3b3dd2a020,-102
1218273960193924,ef3b3dd2a009,-89
1218273991378562,E9BDCC7D8FE6,-94
1218274006729814,E7B2D23D89EC,-95
1218274009977418,ef3b3dd2a019,-98
1218274014493721,ef3b3dd2e007,-98
1218274025718149,F80332EDA645,-97
1218274039866327,ef3b3dd2a011,-95
1218274055357371,ef3b3dd2a005,-96
1218274063027163,ef3b3dd2a008,-90
1218274067121122,ef3b3dd2a016,-95
1218274088960759,ef3b3dd2e003,-80
1218274133999306,ef3b3dd2a002,-86
1218274138458681,ef3b3dd2a014,-92
1218274141825244,ef3b3dd2e007,-97
1218274181714623,ef3b3dd2a013,-91
1218274234209680,F80332EDA645,-98
1218274242207441,ef3b3dd2a011,-91
1218274254867182,ef3b3dd2a012,-74
1218274263130152,ef3b3dd2a008,-86
1218274271719163,ef3b3dd2a016,-96
1218274278506612,ef3b3dd2e007,-97
1218274282249945,ef3b3dd2a015,-85
1218274287799269,ef3b3dd2a018,-101
1218274304545364,ef3b3dd2e003,-80
1218274340188909,ef3b3dd2a002,-87
1218274342891774,ef3b3dd2a014,-85
1218274345779223,ef3b3dd2a020,-95
1218274348126567,C69294C41E47,-100
1218274373218913,ef3b3dd2a009,-87
1218274387657873,ef3b3dd2a013,-86
1218274406047979,E9BDCC7D8FE6,-94
1218274420962147,E7B2D23D89EC,-102
1218274442634336,F80332EDA645,-96
1218274445443451,ef3b3dd2a011,-97
1218274463848349,ef3b3dd2a008,-89
1218274465800120,ef3b3dd2a005,-94
1218274470981787,ef3b3dd2a016,-96
1218274486147101,ef3b3dd2a015,-88
1218274489000539,ef3b3dd2a003,-100
1218274515012000,ef3b3dd2e003,-84
1218274546472680,ef3b3dd2a002,-91
