1218862792268520,ef3b3dd2a015,-98
1218862808993469,ef3b3dd2a002,-87
1218862813777689,ef3b3dd2e009,-100
1218862841492587,ef3b3dd2a011,-72
1218862850927901,ef3b3dd2a012,-80
1218862854703057,E7B2D23D89EC,-85
1218862866552277,ef3b3dd2a013,-99
1218862880834883,ef3b3dd2e007,-92
1218862894458895,ef3b3dd2a009,-85
1218862911362698,ef3b3dd2a018,-90
1218862928797127,F80332EDA645,-91
1218862960940360,ef3b3dd2a016,-97
1218862996836874,ef3b3dd2a015,-100
1218863046551358,ef3b3dd2a011,-73
1218863052902192,ef3b3dd2a008,-82
1218863056002869,ef3b3dd2a012,-82
1218863061965526,E7B2D23D89EC,-85
1218863145212045,ef3b3dd2a014,-88
1218863147520066,ef3b3dd2e007,-91
1218863184781580,ef3b3dd2a019,-96
1218863214360281,ef3b3dd2a002,-90
1218863218939552,ef3b3dd2c001,-108
1218863221876948,ef3b3dd2a020,-97
1218863251384659,ef3b3dd2a011,-74
1218863257366379,ef3b3dd2a008,-80
1218863258721535,ef3b3dd2a012,-85
1218863263875598,E7B2D23D89EC,-85
1218863286175704,ef3b3dd2e007,-89
1218863302889821,ef3b3dd2a009,-82
1218863327980813,ef3b3dd2a006,-95
1218863333184772,F80332EDA645,-89
1218863340563679,ef3b3dd2e003,-99
1218863341350450,C69294C41E47,-102
1218863352883784,ef3b3dd2a014,-90
1218863361618368,ef3b3dd2a016,-101
1218863389306027,ef3b3dd2a005,-89
1218863423957281,ef3b3dd2a020,-98
1218863456935201,ef3b3dd2a011,-73
1218863466635514,ef3b3dd2a012,-89
1218863471810983,E7B2D23D89EC,-85
1218863527012708,ef3b3dd2a018,-91
1218863528250885,ef3b3dd2a006,-96
1218863537078802,F80332EDA645,-87
1218863548131147,C69294C41E47,-100
1218863591308026,ef3b3dd2a005,-87
1218863614057873,ef3b3dd2a015,-103
1218863615766258,ef3b3dd2a002,-94
1218863617057873,ef3b3dd2c001,-105
1218863661369492,ef3b3dd2a011,-76
1218863698688610,E9BDCC7D8FE6,-98
1218863708636788,ef3b3dd2a009,-86
1218863729203144,ef3b3dd2a018,-92
1218863735623614,ef3b3dd2a006,-101
1218863744537885,F80332EDA645,-89
1218863747308875,C69294C41E47,-98
1218863771937732,ef3b3dd2a014,-94
1218863795961016,ef3b3dd2a005,-85
1218863809578725,ef3b3dd2a019,-96
1218863818340341,ef3b3dd2a002,-91
1218863819311330,ef3b3dd2c001,-104
1218863837114093,ef3b3dd2a020,-107
1218863845777062,ef3b3dd2e008,-95
1218863868013158,ef3b3dd2a011,-76
1218863879305139,E7B2D23D89EC,-84
1218863900610453,E9BDCC7D8FE6,-96
1218863911739413,ef3b3dd2a009,-92
1218863937265561,ef3b3dd2a018,-93
1218863942801707,ef3b3dd2a006,-102
1218863946693166,F80332EDA645,-89
1218863999893171,ef3b3dd2a005,-87
1218864021279007,ef3b3dd2a019,-98
1218864023667705,ef3b3dd2a015,-96
1218864036733435,ef3b3dd2a020,-98
1218864075581564,ef3b3dd2a011,-78
1218864077621356,ef3b3dd2a008,-81
1218864083918648,E7B2D23D89EC,-84
1218864105903338,ef3b3dd2a013,-92
1218864110373026,E9BDCC7D8FE6,-98
1218864112558026,ef3b3dd2a009,-92
1218864139116779,ef3b3dd2a018,-96
1218864146806103,ef3b3dd2a006,-93
1218864151785322,F80332EDA645,-95
1218864152695374,C69294C41E47,-97
1218864163575948,ef3b3dd2e003,-96
1218864206659702,ef3b3dd2a005,-87
1218864225565798,ef3b3dd2a019,-94
1218864257062416,ef3b3dd2e009,-100
1218864273400803,ef3b3dd2a011,-77
1218864289242627,ef3b3dd2a012,-88
1218864293237992,E7B2D23D89EC,-85
1218864307527994,E9BDCC7D8FE6,-97
1218864317159922,ef3b3dd2a009,-87
1218864355090186,F80332EDA645,-98
1218864357226540,C69294C41E47,-98
1218864365163676,ef3b3dd2e003,-97
1218864383175345,ef3b3dd2a014,-88
1218864384897064,ef3b3dd2a016,-97
1218864406822379,ef3b3dd2a005,-86
1218864430178423,ef3b3dd2a015,-100
1218864442547851,ef3b3dd2a020,-92
1218864449192174,ef3b3dd2a002,-85
1218864472294416,ef3b3dd2e009,-99
1218864474596656,ef3b3dd2a011,-77
1218864483717907,ef3b3dd2e008,-96
1218864490206501,ef3b3dd2a012,-83
1218864501757076,E7B2D23D89EC,-88
1218864519203952,ef3b3dd2a013,-99
1218864523455099,ef3b3dd2a009,-83
1218864557296196,F80332EDA645,-91
1218864565255988,ef3b3dd2a006,-91
1218864585298698,ef3b3dd2a016,-97
1218864594242866,ef3b3dd2a014,-98
1218864607196513,ef3b3dd2a005,-88
1218864645399329,ef3b3dd2a020,-100
1218864661494487,ef3b3dd2a002,-86
1218864690838709,ef3b3dd2a012,-88
1218864711617617,E9BDCC7D8FE6,-96
1218864725893140,ef3b3dd2a013,-93
1218864731244234,ef3b3dd2a009,-86
1218864761844497,F80332EDA645,-91
1218864771801217,C69294C41E47,-96
1218864779414187,ef3b3dd2e003,-100
1218864781045280,6859b8e6126b,-101
1218864787665333,ef3b3dd2a016,-96
1218864797781793,ef3b3dd2a014,-96
1218864810222002,ef3b3dd2e006,-97
1218864819480805,ef3b3dd2c001,-103
