label	time	source	prediction	AH	AT_CA	AT_CH	AT_I1	AT_I2	AT_M	AT_O1	AT_O2	AT_S	CN	DC	DF	DG	ES	GL	HA	SA	SN	SS	TMA	TS
AH	8	Pixel	AH	0.7268510708045305	0.00028066277494712567	0.0007532832213331938	0.0010720205078474032	0.0004662728651107664	0.0009120885267267105	0.00031610492343600246	0.0006693619896220778	0.0011256423368617805	0.0002493321721192319	0.0009218487170779294	0.0004858401211315323	0.002987690931952161	0.00023588558858051592	0.00017452609465439702	0.00029062769245982847	0.22847617896066938	0.00029097729396112816	0.0008681908935476095	0.0010066141405355262	0.031565779442895556
AH	12	Pixel	AH	0.9176029957710744	1.1978160580897695e-05	8.014779609054874e-06	6.196340243202648e-05	1.613851739075847e-05	2.955409939005107e-05	4.6258418231202854e-05	3.81009227736531e-05	1.1238965197132881e-05	0.00017831828911823983	1.2671678901445127e-05	1.5530248942111376e-05	4.421409842133329e-05	3.238399992592963e-05	5.4527522602793385e-05	7.387297087090559e-05	0.08031668900080383	5.79240723103505e-05	0.0001303007777596264	0.00010745405920034609	0.0011498702444636274
AH	17	Pixel	AH	0.9161996255961996	0.00014616295007807183	0.00016588748879653835	0.0004775650265965029	0.0002267647077680409	0.00024289172435529492	8.81572643309204e-05	0.00017081848569883336	0.00032099251177961113	0.000195587765761762	0.00029409181161039067	0.00023979187193499656	0.0006242454971299478	0.00016080123664108712	0.00018957362364578853	0.00032958904583598933	0.05838606111268242	0.00012870562147221596	0.00016667388587045782	0.00025885236804606244	0.020987160403765616
AH	19	Pixel	AH	0.9219895122430316	0.00153909922983075	0.0010054125885735274	0.002274613464443449	0.0011509917874631757	0.002758248202166784	0.001062297764075753	0.005940324934786348	0.005079262345796041	0.0014215576553637684	0.003072027585484594	0.001686834953120343	0.0037677910621594177	0.009056465449482819	0.0006775478899081573	0.0020227550386299692	0.010040069259077827	0.0008316080475604874	0.0014380070935127883	0.0017740391958674174	0.021411534209665503
AH	23	Pixel	SA	0.2766755360086686	0.00028502218366323697	0.0015135447020932936	0.007097421857733086	0.00037380370596452477	0.001452764267648815	0.0003284139248482869	0.0008360230192398901	0.0011335899706961272	0.0004991304992279676	0.0008942973367530205	0.0006878799192006547	0.001581763248707946	0.0026020672462278285	0.00043462380460713204	0.0006326849534162972	0.6977889590367988	0.00028627108284385384	0.000978502980805049	0.001963598079500317	0.0019541021713548835
AH	26	Pixel	SA	0.484510369496376	0.00022352762919015693	6.895944483242606e-05	0.00018462429835176963	0.00029422266609021984	0.0001916268598866018	8.323216561856089e-05	0.00010920104327672803	0.00030503598963577984	0.000642948982306517	0.00012846116642701753	0.0002648952044022878	0.0004258877022759466	0.00045497381970834575	0.00014681315974920167	0.00013323622843703715	0.49191905892509885	0.000169742568649108	0.00016102866255224152	0.00014424376283579852	0.019437910224299918
AH	29	Pixel	AH	0.5805443970501677	0.00040649130343380123	0.0002258112954491895	0.0004020919511902747	0.0004902381566080767	0.0005839602948283945	0.00039078153770288876	0.0009533509809089404	0.0008163495581778709	0.0005882869219614745	0.0007616802054988218	0.0025025980885337463	0.000864681144963447	0.0003729228972369042	0.00019449286018794344	0.00031258251759578714	0.33253977019254255	0.00028843951160656834	0.0006977390291469003	0.0005680415492921656	0.0754952929529665
AH	31	Pixel	AH	0.8975672451756103	1.3662968574010591e-05	2.6541783816755837e-05	0.00013260746928943012	2.110292342108377e-05	2.8969731116580515e-05	3.2815400745589445e-06	1.0344437896546826e-05	7.232328404046473e-06	9.977240647928656e-05	5.531356864340865e-05	0.0003356910185051326	2.6977404401525267e-05	9.683360263956032e-05	5.848007659801574e-05	1.1049794821598287e-05	0.09811823311823638	8.933774190208155e-06	0.00011924382755765036	0.00014011021479893082	0.003118372834924956
AH	33	Pixel	AH	0.8811745732260895	0.0006078380369435362	0.00018621896385517337	0.00034860712416861015	0.0008637374409388548	0.00029336794848540285	0.00019815588197664614	0.0002759837357590553	0.0006023615571470018	0.0015371970406978456	0.00033742705104192135	0.0007999021376694453	0.001760599173758294	0.0006806166557810543	0.0002810170924087412	0.00022423959131226854	0.08644517218236053	0.0004989325219625513	0.00023857223331622267	0.00023955726765746138	0.022405923136670388
AH	43	Pixel	AH	0.9573895751389884	5.4538339099558605e-05	8.12396006421825e-05	5.23972893504982e-05	6.098133146044087e-05	3.9656356011587514e-05	9.742654491298209e-05	0.00039476175685880505	7.521746921451705e-05	0.00044590809646509184	7.557788230739265e-05	4.9614215708243974e-05	3.9156763150079774e-05	0.000248071643871278	7.164457965339461e-05	9.167459940512782e-05	0.03848828870436069	1.797624959508413e-05	0.0002339530303914287	0.00020889368939703683	0.0017834467191565184
