label	set	time	source	image	video	prediction	AH	AT_CA	AT_CH	AT_I1	AT_I2	AT_M	AT_O1	AT_O2	AT_S	CN	DC	DF	DG	ES	GL	HA	SA	SN	SS	TMA	TS
SS	test	12	Pixel	video_data/walk/Pixel/SS/0012_00361.jpeg	../dados_indoor_location/Pixel/Vision/1228187371660504_teste_final.mp4	SS	0.00392156862745098	0.00392156862745098	0.011764705882352941	0.00392156862745098	0.00392156862745098	0.00784313725490196	0.011764705882352941	0.00392156862745098	0.011764705882352941	0.00784313725490196	0.00392156862745098	0.00392156862745098	0.00784313725490196	0.00784313725490196	0.00392156862745098	0.00784313725490196	0.0	0.00392156862745098	0.8823529411764706	0.00392156862745098	0.0
SS	test	13	Pixel	video_data/walk/Pixel/SS/0013_00391.jpeg	../dados_indoor_location/Pixel/Vision/1228187371660504_teste_final.mp4	SS	0.0	0.0	0.00392156862745098	0.0	0.0	0.0	0.00392156862745098	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9803921568627451	0.0	0.0
SS	test	14	Pixel	video_data/walk/Pixel/SS/0014_00421.jpeg	../dados_indoor_location/Pixel/Vision/1228187371660504_teste_final.mp4	SS	0.00392156862745098	0.00784313725490196	0.00392156862745098	0.00392156862745098	0.00392156862745098	0.00784313725490196	0.00392156862745098	0.00392156862745098	0.00392156862745098	0.00392156862745098	0.00392156862745098	0.00784313725490196	0.027450980392156862	0.00392156862745098	0.00392156862745098	0.00392156862745098	0.00392156862745098	0.00784313725490196	0.8823529411764706	0.00784313725490196	0.0
SS	test	15	Pixel	video_data/walk/Pixel/SS/0015_00451.jpeg	../dados_indoor_location/Pixel/Vision/1228187371660504_teste_final.mp4	SS	0.00392156862745098	0.00392156862745098	0.00392156862745098	0.00392156862745098	0.00392156862745098	0.00784313725490196	0.00784313725490196	0.00392156862745098	0.00392156862745098	0.00784313725490196	0.00392156862745098	0.00392156862745098	0.00392156862745098	0.00392156862745098	0.00784313725490196	0.00392156862745098	0.00392156862745098	0.00392156862745098	0.9019607843137255	0.00392156862745098	0.00392156862745098
SS	test	16	Pixel	video_data/walk/Pixel/SS/0016_00481.jpeg	../dados_indoor_location/Pixel/Vision/1228187371660504_teste_final.mp4	SS	0.00392156862745098	0.00392156862745098	0.00784313725490196	0.00392156862745098	0.00392156862745098	0.00392156862745098	0.00392156862745098	0.00784313725490196	0.00784313725490196	0.00392156862745098	0.00392156862745098	0.00392156862745098	0.00784313725490196	0.00392156862745098	0.00392156862745098	0.00392156862745098	0.00392156862745098	0.00784313725490196	0.8901960784313725	0.023529411764705882	0.00392156862745098
SS	test	17	Pixel	video_data/walk/Pixel/SS/0017_00511.jpeg	../dados_indoor_location/Pixel/Vision/1228187371660504_teste_final.mp4	SS	0.0	0.0	0.00392156862745098	0.00392156862745098	0.0	0.00392156862745098	0.00392156862745098	0.00392156862745098	0.00392156862745098	0.0	0.00392156862745098	0.0	0.0	0.00392156862745098	0.0	0.00392156862745098	0.00392156862745098	0.0	0.9647058823529412	0.0	0.0
SS	test	18	Pixel	video_data/walk/Pixel/SS/0018_00541.jpeg	../dados_indoor_location/Pixel/Vision/1228187371660504_teste_final.mp4	SS	0.00784313725490196	0.00392156862745098	0.00392156862745098	0.011764705882352941	0.00392156862745098	0.00392156862745098	0.00784313725490196	0.00392156862745098	0.00784313725490196	0.00392156862745098	0.00392156862745098	0.00784313725490196	0.00392156862745098	0.00784313725490196	0.00392156862745098	0.00784313725490196	0.00784313725490196	0.00392156862745098	0.8705882352941177	0.011764705882352941	0.00784313725490196
SS	test	19	Pixel	video_data/walk/Pixel/SS/0019_00571.jpeg	../dados_indoor_location/Pixel/Vision/1228187371660504_teste_final.mp4	SS	0.00392156862745098	0.00784313725490196	0.01568627450980392	0.011764705882352941	0.011764705882352941	0.011764705882352941	0.01568627450980392	0.011764705882352941	0.011764705882352941	0.0196078431372549	0.011764705882352941	0.01568627450980392	0.01568627450980392	0.01568627450980392	0.00784313725490196	0.00784313725490196	0.0196078431372549	0.011764705882352941	0.6235294117647059	0.13333333333333333	0.023529411764705882
TMA	test	20	Pixel	video_data/walk/Pixel/TMA/0020_00601.jpeg	../dados_indoor_location/Pixel/Vision/1228187371660504_teste_final.mp4	SS	0.050980392156862744	0.00784313725490196	0.0392156862745098	0.011764705882352941	0.01568627450980392	0.00784313725490196	0.027450980392156862	0.01568627450980392	0.011764705882352941	0.01568627450980392	0.00392156862745098	0.00392156862745098	0.0	0.0196078431372549	0.00784313725490196	0.047058823529411764	0.00392156862745098	0.01568627450980392	0.6235294117647059	0.050980392156862744	0.023529411764705882
TMA	test	21	Pixel	video_data/walk/Pixel/TMA/0021_00631.jpeg	../dados_indoor_location/Pixel/Vision/1228187371660504_teste_final.mp4	TMA	0.0	0.00392156862745098	0.00392156862745098	0.00392156862745098	0.011764705882352941	0.00392156862745098	0.00392156862745098	0.00784313725490196	0.00392156862745098	0.00392156862745098	0.00392156862745098	0.00392156862745098	0.011764705882352941	0.00392156862745098	0.00392156862745098	0.00392156862745098	0.00392156862745098	0.00392156862745098	0.0196078431372549	0.8941176470588236	0.00392156862745098
TMA	test	22	Pixel	video_data/walk/Pixel/TMA/0022_00661.jpeg	../dados_indoor_location/Pixel/Vision/1228187371660504_teste_final.mp4	TMA	0.00784313725490196	0.011764705882352941	0.0196078431372549	0.011764705882352941	0.00784313725490196	0.01568627450980392	0.00784313725490196	0.011764705882352941	0.0196078431372549	0.011764705882352941	0.00784313725490196	0.0196078431372549	0.0196078431372549	0.00784313725490196	0.00784313725490196	0.023529411764705882	0.011764705882352941	0.00784313725490196	0.12549019607843137	0.6352941176470588	0.011764705882352941
TMA	test	23	Pixel	video_data/walk/Pixel/TMA/0023_00691.jpeg	../dados_indoor_location/Pixel/Vision/1228187371660504_teste_final.mp4	TMA	0.00392156862745098	0.00784313725490196	0.00784313725490196	0.00784313725490196	0.00392156862745098	0.00784313725490196	0.00392156862745098	0.00784313725490196	0.00784313725490196	0.011764705882352941	0.00392156862745098	0.0196078431372549	0.0196078431372549	0.00392156862745098	0.00784313725490196	0.00392156862745098	0.00392156862745098	0.00784313725490196	0.0196078431372549	0.8431372549019608	0.00784313725490196
TMA	test	24	Pixel	video_data/walk/Pixel/TMA/0024_00721.jpeg	../dados_indoor_location/Pixel/Vision/1228187371660504_teste_final.mp4	TMA	0.0	0.0	0.0	0.0	0.00392156862745098	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00392156862745098	0.9764705882352941	0.0
TMA	test	25	Pixel	video_data/walk/Pixel/TMA/0025_00751.jpeg	../dados_indoor_location/Pixel/Vision/1228187371660504_teste_final.mp4	TMA	0.00784313725490196	0.00392156862745098	0.00392156862745098	0.00392156862745098	0.00784313725490196	0.00784313725490196	0.00784313725490196	0.00784313725490196	0.00784313725490196	0.00392156862745098	0.050980392156862744	0.00784313725490196	0.00784313725490196	0.0	0.00784313725490196	0.00392156862745098	0.00392156862745098	0.0	0.00392156862745098	0.8549019607843137	0.0
TMA	test	26	Pixel	video_data/walk/Pixel/TMA/0026_00781.jpeg	../dados_indoor_location/Pixel/Vision/1228187371660504_teste_final.mp4	TMA	0.00392156862745098	0.00392156862745098	0.00392156862745098	0.00392156862745098	0.00392156862745098	0.00392156862745098	0.00392156862745098	0.00392156862745098	0.00392156862745098	0.00392156862745098	0.0	0.00392156862745098	0.00392156862745098	0.0	0.00392156862745098	0.00392156862745098	0.00392156862745098	0.00392156862745098	0.00392156862745098	0.9490196078431372	0.0
TMA	test	27	Pixel	video_data/walk/Pixel/TMA/0027_00811.jpeg	../dados_indoor_location/Pixel/Vision/1228187371660504_teste_final.mp4	TMA	0.00392156862745098	0.0	0.0	0.00392156862745098	0.00392156862745098	0.0	0.00392156862745098	0.00392156862745098	0.00392156862745098	0.00784313725490196	0.00392156862745098	0.00392156862745098	0.00392156862745098	0.00784313725490196	0.00392156862745098	0.00784313725490196	0.00392156862745098	0.011764705882352941	0.00392156862745098	0.9254901960784314	0.00392156862745098
TMA	test	28	Pixel	video_data/walk/Pixel/TMA/0028_00841.jpeg	../dados_indoor_location/Pixel/Vision/1228187371660504_teste_final.mp4	DG	0.03137254901960784	0.01568627450980392	0.0196078431372549	0.023529411764705882	0.011764705882352941	0.011764705882352941	0.023529411764705882	0.03137254901960784	0.011764705882352941	0.023529411764705882	0.023529411764705882	0.050980392156862744	0.3215686274509804	0.08627450980392157	0.043137254901960784	0.01568627450980392	0.023529411764705882	0.011764705882352941	0.03137254901960784	0.1411764705882353	0.050980392156862744
TMA	test	29	Pixel	video_data/walk/Pixel/TMA/0029_00871.jpeg	../dados_indoor_location/Pixel/Vision/1228187371660504_teste_final.mp4	TMA	0.023529411764705882	0.027450980392156862	0.06666666666666667	0.00392156862745098	0.050980392156862744	0.00784313725490196	0.08235294117647059	0.00392156862745098	0.00392156862745098	0.011764705882352941	0.011764705882352941	0.07058823529411765	0.011764705882352941	0.01568627450980392	0.00784313725490196	0.023529411764705882	0.00784313725490196	0.023529411764705882	0.050980392156862744	0.49019607843137253	0.00784313725490196
TMA	test	30	Pixel	video_data/walk/Pixel/TMA/0030_00901.jpeg	../dados_indoor_location/Pixel/Vision/1228187371660504_teste_final.mp4	TMA	0.01568627450980392	0.00784313725490196	0.00392156862745098	0.00392156862745098	0.0196078431372549	0.00392156862745098	0.011764705882352941	0.011764705882352941	0.00784313725490196	0.00392156862745098	0.00392156862745098	0.01568627450980392	0.07058823529411765	0.0196078431372549	0.01568627450980392	0.011764705882352941	0.00392156862745098	0.00784313725490196	0.00784313725490196	0.7450980392156863	0.00784313725490196
TMA	test	31	Pixel	video_data/walk/Pixel/TMA/0031_00931.jpeg	../dados_indoor_location/Pixel/Vision/1228187371660504_teste_final.mp4	TMA	0.0	0.0	0.00392156862745098	0.00392156862745098	0.00392156862745098	0.00392156862745098	0.00392156862745098	0.00392156862745098	0.0	0.00392156862745098	0.0	0.00392156862745098	0.00784313725490196	0.0	0.00392156862745098	0.0	0.0	0.00392156862745098	0.00392156862745098	0.9490196078431372	0.0
TMA	test	32	Pixel	video_data/walk/Pixel/TMA/0032_00961.jpeg	../dados_indoor_location/Pixel/Vision/1228187371660504_teste_final.mp4	TMA	0.00392156862745098	0.00392156862745098	0.00392156862745098	0.0	0.00784313725490196	0.00784313725490196	0.00392156862745098	0.00392156862745098	0.00392156862745098	0.00392156862745098	0.01568627450980392	0.011764705882352941	0.00392156862745098	0.00392156862745098	0.00784313725490196	0.0	0.00392156862745098	0.0	0.00392156862745098	0.9058823529411765	0.0
TMA	test	33	Pixel	video_data/walk/Pixel/TMA/0033_00991.jpeg	../dados_indoor_location/Pixel/Vision/1228187371660504_teste_final.mp4	TMA	0.0	0.00392156862745098	0.00392156862745098	0.00392156862745098	0.0	0.0	0.00392156862745098	0.0	0.00392156862745098	0.00784313725490196	0.0196078431372549	0.00784313725490196	0.00392156862745098	0.0	0.0	0.0	0.00392156862745098	0.00784313725490196	0.0	0.9215686274509803	0.00392156862745098
TMA	test	34	Pixel	video_data/walk/Pixel/TMA/0034_01021.jpeg	../dados_indoor_location/Pixel/Vision/1228187371660504_teste_final.mp4	TMA	0.011764705882352941	0.00392156862745098	0.00392156862745098	0.00392156862745098	0.00392156862745098	0.00392156862745098	0.00392156862745098	0.00784313725490196	0.00784313725490196	0.00784313725490196	0.011764705882352941	0.011764705882352941	0.00392156862745098	0.00392156862745098	0.00392156862745098	0.00392156862745098	0.00392156862745098	0.00784313725490196	0.00392156862745098	0.8823529411764706	0.00392156862745098
TMA	test	35	Pixel	video_data/walk/Pixel/TMA/0035_01051.jpeg	../dados_indoor_location/Pixel/Vision/1228187371660504_teste_final.mp4	TMA	0.023529411764705882	0.0196078431372549	0.01568627450980392	0.011764705882352941	0.06666666666666667	0.023529411764705882	0.00392156862745098	0.027450980392156862	0.0196078431372549	0.03137254901960784	0.0196078431372549	0.023529411764705882	0.13333333333333333	0.054901960784313725	0.023529411764705882	0.027450980392156862	0.023529411764705882	0.023529411764705882	0.03137254901960784	0.4	0.00392156862745098
TMA	test	36	Pixel	video_data/walk/Pixel/TMA/0036_01081.jpeg	../dados_indoor_location/Pixel/Vision/1228187371660504_teste_final.mp4	TMA	0.023529411764705882	0.023529411764705882	0.011764705882352941	0.0196078431372549	0.01568627450980392	0.0196078431372549	0.0196078431372549	0.03137254901960784	0.023529411764705882	0.01568627450980392	0.19215686274509805	0.03137254901960784	0.0392156862745098	0.011764705882352941	0.0196078431372549	0.0196078431372549	0.011764705882352941	0.0392156862745098	0.0196078431372549	0.403921568627451	0.011764705882352941
TMA	test	37	Pixel	video_data/walk/Pixel/TMA/0037_01111.jpeg	../dados_indoor_location/Pixel/Vision/1228187371660504_teste_final.mp4	DC	0.00784313725490196	0.011764705882352941	0.011764705882352941	0.01568627450980392	0.00784313725490196	0.011764705882352941	0.00784313725490196	0.01568627450980392	0.011764705882352941	0.023529411764705882	0.5372549019607843	0.0196078431372549	0.011764705882352941	0.00392156862745098	0.01568627450980392	0.011764705882352941	0.011764705882352941	0.03137254901960784	0.0196078431372549	0.20392156862745098	0.00784313725490196
TMA	test	38	Pixel	video_data/walk/Pixel/TMA/0038_01141.jpeg	../dados_indoor_location/Pixel/Vision/1228187371660504_teste_final.mp4	DC	0.0	0.00392156862745098	0.00392156862745098	0.00392156862745098	0.0	0.0	0.00392156862745098	0.00392156862745098	0.00392156862745098	0.00392156862745098	0.9176470588235294	0.00392156862745098	0.0	0.0	0.0	0.00392156862745098	0.00392156862745098	0.00784313725490196	0.00784313725490196	0.03529411764705882	0.0
TMA	test	39	Pixel	video_data/walk/Pixel/TMA/0039_01171.jpeg	../dados_indoor_location/Pixel/Vision/1228187371660504_teste_final.mp4	DC	0.0	0.00392156862745098	0.0	0.00392156862745098	0.0	0.00392156862745098	0.0	0.0	0.00392156862745098	0.00392156862745098	0.9450980392156862	0.00392156862745098	0.0	0.00392156862745098	0.00392156862745098	0.00392156862745098	0.0	0.00784313725490196	0.00392156862745098	0.00784313725490196	0.0
TMA	test	40	Pixel	video_data/walk/Pixel/TMA/0040_01201.jpeg	../dados_indoor_location/Pixel/Vision/1228187371660504_teste_final.mp4	DC	0.00392156862745098	0.00784313725490196	0.00392156862745098	0.011764705882352941	0.00392156862745098	0.011764705882352941	0.0	0.0	0.00392156862745098	0.011764705882352941	0.8666666666666667	0.011764705882352941	0.00392156862745098	0.00392156862745098	0.00392156862745098	0.00392156862745098	0.00392156862745098	0.03137254901960784	0.00392156862745098	0.00784313725490196	0.0
DC	test	41	Pixel	video_data/walk/Pixel/DC/0041_01231.jpeg	../dados_indoor_location/Pixel/Vision/1228187371660504_teste_final.mp4	DC	0.00392156862745098	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9568627450980393	0.00392156862745098	0.00392156862745098	0.01568627450980392	0.0	0.00392156862745098	0.0	0.00392156862745098	0.0	0.0	0.0
DC	test	42	Pixel	video_data/walk/Pixel/DC/0042_01261.jpeg	../dados_indoor_location/Pixel/Vision/1228187371660504_teste_final.mp4	DC	0.00784313725490196	0.00784313725490196	0.00784313725490196	0.00784313725490196	0.00392156862745098	0.00784313725490196	0.00392156862745098	0.00392156862745098	0.00392156862745098	0.00392156862745098	0.8823529411764706	0.00392156862745098	0.00392156862745098	0.00392156862745098	0.00784313725490196	0.00784313725490196	0.00392156862745098	0.00392156862745098	0.00784313725490196	0.00784313725490196	0.00784313725490196
DC	test	43	Pixel	video_data/walk/Pixel/DC/0043_01291.jpeg	../dados_indoor_location/Pixel/Vision/1228187371660504_teste_final.mp4	DC	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.984313725490196	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
DC	test	44	Pixel	video_data/walk/Pixel/DC/0044_01321.jpeg	../dados_indoor_location/Pixel/Vision/1228187371660504_teste_final.mp4	DC	0.00392156862745098	0.00784313725490196	0.00392156862745098	0.00784313725490196	0.00784313725490196	0.00784313725490196	0.00392156862745098	0.00392156862745098	0.00392156862745098	0.00392156862745098	0.8823529411764706	0.00784313725490196	0.00392156862745098	0.00392156862745098	0.00392156862745098	0.00784313725490196	0.00392156862745098	0.00784313725490196	0.00784313725490196	0.00784313725490196	0.00392156862745098
DC	test	45	Pixel	video_data/walk/Pixel/DC/0045_01351.jpeg	../dados_indoor_location/Pixel/Vision/1228187371660504_teste_final.mp4	DC	0.00784313725490196	0.00784313725490196	0.00784313725490196	0.00784313725490196	0.00784313725490196	0.00784313725490196	0.00784313725490196	0.00392156862745098	0.00392156862745098	0.00392156862745098	0.8705882352941177	0.00784313725490196	0.00784313725490196	0.00392156862745098	0.00784313725490196	0.00784313725490196	0.00784313725490196	0.00784313725490196	0.00392156862745098	0.00784313725490196	0.00784313725490196
DC	test	46	Pixel	video_data/walk/Pixel/DC/0046_01381.jpeg	../dados_indoor_location/Pixel/Vision/1228187371660504_teste_final.mp4	DC	0.0	0.0	0.00392156862745098	0.01568627450980392	0.0	0.00784313725490196	0.0	0.00392156862745098	0.00784313725490196	0.07058823529411765	0.8156862745098039	0.00392156862745098	0.00392156862745098	0.00784313725490196	0.0	0.0	0.011764705882352941	0.01568627450980392	0.00392156862745098	0.00392156862745098	0.011764705882352941
DC	test	47	Pixel	video_data/walk/Pixel/DC/0047_01411.jpeg	../dados_indoor_location/Pixel/Vision/1228187371660504_teste_final.mp4	DC	0.00784313725490196	0.00392156862745098	0.00392156862745098	0.00784313725490196	0.00392156862745098	0.00392156862745098	0.00392156862745098	0.00392156862745098	0.00392156862745098	0.00392156862745098	0.8901960784313725	0.00392156862745098	0.00784313725490196	0.00392156862745098	0.00784313725490196	0.00784313725490196	0.00392156862745098	0.00392156862745098	0.00392156862745098	0.00392156862745098	0.00392156862745098
DC	test	48	Pixel	video_data/walk/Pixel/DC/0048_01441.jpeg	../dados_indoor_location/Pixel/Vision/1228187371660504_teste_final.mp4	DC	0.00392156862745098	0.00392156862745098	0.00392156862745098	0.00392156862745098	0.00392156862745098	0.00392156862745098	0.00392156862745098	0.00392156862745098	0.00392156862745098	0.00392156862745098	0.9215686274509803	0.00392156862745098	0.00784313725490196	0.00392156862745098	0.00392156862745098	0.00392156862745098	0.00392156862745098	0.00392156862745098	0.00392156862745098	0.00392156862745098	0.00392156862745098
DC	test	49	Pixel	video_data/walk/Pixel/DC/0049_01471.jpeg	../dados_indoor_location/Pixel/Vision/1228187371660504_teste_final.mp4	DC	0.00392156862745098	0.00392156862745098	0.00392156862745098	0.00392156862745098	0.00784313725490196	0.00392156862745098	0.00392156862745098	0.00392156862745098	0.00392156862745098	0.00392156862745098	0.9098039215686274	0.00784313725490196	0.00784313725490196	0.00392156862745098	0.00392156862745098	0.00392156862745098	0.00392156862745098	0.00392156862745098	0.00784313725490196	0.00392156862745098	0.00392156862745098
DC	test	50	Pixel	video_data/walk/Pixel/DC/0050_01501.jpeg	../dados_indoor_location/Pixel/Vision/1228187371660504_teste_final.mp4	DC	0.00392156862745098	0.00392156862745098	0.00392156862745098	0.01568627450980392	0.00392156862745098	0.0	0.0	0.0	0.00392156862745098	0.0	0.9215686274509803	0.00784313725490196	0.00392156862745098	0.0	0.0	0.00784313725490196	0.0	0.011764705882352941	0.00392156862745098	0.00392156862745098	0.0
DC	test	51	Pixel	video_data/walk/Pixel/DC/0051_01531.jpeg	../dados_indoor_location/Pixel/Vision/1228187371660504_teste_final.mp4	DG	0.00392156862745098	0.00392156862745098	0.00392156862745098	0.00392156862745098	0.00392156862745098	0.00392156862745098	0.00392156862745098	0.00392156862745098	0.00392156862745098	0.0	0.01568627450980392	0.011764705882352941	0.9098039215686274	0.00392156862745098	0.00392156862745098	0.00392156862745098	0.00392156862745098	0.00392156862745098	0.00392156862745098	0.00784313725490196	0.00392156862745098
DC	test	52	Pixel	video_data/walk/Pixel/DC/0052_01561.jpeg	../dados_indoor_location/Pixel/Vision/1228187371660504_teste_final.mp4	DC	0.011764705882352941	0.00392156862745098	0.00784313725490196	0.00784313725490196	0.00392156862745098	0.00784313725490196	0.00392156862745098	0.00392156862745098	0.00392156862745098	0.011764705882352941	0.8745098039215686	0.0	0.01568627450980392	0.00392156862745098	0.00784313725490196	0.00392156862745098	0.00784313725490196	0.00784313725490196	0.00784313725490196	0.00392156862745098	0.00392156862745098
DC	test	53	Pixel	video_data/walk/Pixel/DC/0053_01591.jpeg	../dados_indoor_location/Pixel/Vision/1228187371660504_teste_final.mp4	DG	0.00392156862745098	0.011764705882352941	0.011764705882352941	0.00784313725490196	0.011764705882352941	0.01568627450980392	0.0196078431372549	0.01568627450980392	0.011764705882352941	0.011764705882352941	0.0784313725490196	0.011764705882352941	0.5411764705882353	0.00784313725490196	0.023529411764705882	0.011764705882352941	0.011764705882352941	0.01568627450980392	0.00392156862745098	0.17647058823529413	0.00392156862745098
DC	test	54	Pixel	video_data/walk/Pixel/DC/0054_01621.jpeg	../dados_indoor_location/Pixel/Vision/1228187371660504_teste_final.mp4	DC	0.00784313725490196	0.011764705882352941	0.00392156862745098	0.011764705882352941	0.00784313725490196	0.0196078431372549	0.01568627450980392	0.00784313725490196	0.00784313725490196	0.00784313725490196	0.7803921568627451	0.011764705882352941	0.03137254901960784	0.0196078431372549	0.00784313725490196	0.011764705882352941	0.00392156862745098	0.00784313725490196	0.00392156862745098	0.011764705882352941	0.00784313725490196
