label	time	source	prediction	AH	AT_CA	AT_CH	AT_I1	AT_I2	AT_M	AT_O1	AT_O2	AT_S	CN	DC	DF	DG	ES	GL	HA	SA	SN	SS	TMA	TS
AH	92	Pixel	TS	0.03061985262374515	0.006879178006954559	0.0068695267994925355	0.0071681418947564125	0.007014465853767925	0.006804583424760788	0.006806340984180782	0.00688662795718347	0.007103842587483849	0.007179610761950674	0.0069994762220828835	0.008163479530760685	0.007878845859695012	0.007165887155742638	0.006627079341850723	0.006624583967808058	0.0094338985473204	0.007155345746597864	0.006454716280788541	0.007752495327389041	0.8324120211256881
AH	93	Pixel	AH	0.9664833762870632	0.0015664224138240744	0.0015739390671823277	0.001652201541975198	0.0015941152769237542	0.0015534346810159529	0.0015537435665132298	0.0015720887171833146	0.0016170619388427207	0.0017372940200463343	0.0015709684502570377	0.002018867602654299	0.001664181347731642	0.0016860464125901906	0.0015143510361679722	0.0015085907627479017	0.001736106402101568	0.0017899801824295637	0.0014849644083772728	0.0020887220967484967	0.0020335437876243295
AH	94	Pixel	AH	0.9763552656601686	0.0011245888149748087	0.0011305844261627167	0.0011830998881371705	0.0011443618948847926	0.0011156378740678871	0.001115795303048681	0.0011289060891721487	0.0011613051996887272	0.0012454218734237472	0.0011274356113375088	0.0014395021604728872	0.0011893926475252015	0.0012095269075938293	0.0010871045779010382	0.0010825151392463797	0.0011789837298272394	0.0012809429927208096	0.0010651808181113746	0.0014938800631362735	0.001140568328398238
AH	95	Pixel	AH	0.9703397599249995	0.0013953839552734784	0.0014022331710388705	0.001470188842701682	0.0014200379242735193	0.00138424047135741	0.0013845229992695812	0.0014012923101917939	0.0014405467937883942	0.0015584273982621499	0.0013992520320992607	0.0018014092809348823	0.0014789178499316187	0.0015022204688843839	0.0013491284462905221	0.0013434631736016563	0.0015526307762438467	0.001597893785487594	0.0013223321259173383	0.0018566486227982978	0.0015994696466541114
AH	96	Pixel	AH	0.7763932581300653	0.008821391177474835	0.008916442466485344	0.009543593418576158	0.009036114551580097	0.008795993479882431	0.008798340176435866	0.008892433024670052	0.009169777020632045	0.012956124917548493	0.008946529345230934	0.04007220355197304	0.010941209076443033	0.009736163763875516	0.008549622179996925	0.008680867769788603	0.009067369348996775	0.01192039598159222	0.008356399525125392	0.011269594790790368	0.011136176302836512
AH	97	Pixel	AH	0.8502844692161371	0.006299386736578653	0.006314689744112744	0.006696762718882188	0.006406663738517961	0.006228961045727246	0.0062287152228237665	0.006303754337507402	0.006682518359277037	0.0070658565060788305	0.006743667227102233	0.010832185858559568	0.007018962050659777	0.006793070811662373	0.006076057708291651	0.0060525185515832745	0.008426028861176972	0.007253308959915532	0.0059754138875808965	0.008859920326310706	0.017457088131514073
AH	98	Pixel	AH	0.946563023869245	0.00242843382966729	0.002433960876535347	0.002559718108963755	0.0024650044270910143	0.0024022475825737754	0.002403851742107538	0.002431903005638345	0.002500000448411875	0.00271213764225154	0.0024290680509721696	0.0040772953516938415	0.0025809833491230736	0.0029053916480277337	0.0023499181877340374	0.002330758247299884	0.0025818873807106546	0.002773980486239	0.002298264810458444	0.0032396750029848372	0.003532495952270964
AH	99	Pixel	AH	0.5304484063516999	0.01831800707462347	0.019399356020165993	0.020005961231884337	0.01896203696247389	0.018365036191997853	0.01777495675472111	0.018650449865486207	0.022103806936222093	0.02111959927803015	0.020512063148734758	0.0774193462288555	0.0219440096509103	0.01979227044546773	0.017229587022740724	0.02405761644399621	0.026866123236671483	0.02334697613958919	0.016918466258643426	0.022496954851723844	0.02426896990536175
AH	100	Pixel	AH	0.5459455320729348	0.01714994516842277	0.017391125279082015	0.018449647745283983	0.017893095926122593	0.017289551107433115	0.017632348340961747	0.017850937993464364	0.017960590815013416	0.04237816560090268	0.018707677452449903	0.06294398921141935	0.017714099086044023	0.019897278416660412	0.016610713660501545	0.02113559006268654	0.01786347189880841	0.032807532766593726	0.01656023625313659	0.022686321034115987	0.023132150107962005
AH	101	Pixel	AH	0.9687453492989827	0.0014660398487202125	0.001473343962511986	0.0015456332662970454	0.0014919006287504011	0.0014540876774437855	0.0014543498457496628	0.0014714574641794655	0.0015135647506496798	0.0016254604777894005	0.0014703175231650881	0.0018848292387957596	0.001556685414578403	0.0015778856081461194	0.0014172919513594816	0.0014118627035527888	0.0015763460057327964	0.0016743810503273922	0.0013897162445569424	0.0019537080624607633	0.001845788976250156
AH	102	Pixel	AH	0.9676001704494872	0.0015176846708234144	0.0015286760256866996	0.0016010070731736817	0.0015492835841153809	0.0015063242784111395	0.0015050304558677484	0.0015230229097642045	0.001665198812483776	0.0016820488658862542	0.001570896996495263	0.001965314055951384	0.0016073823042921233	0.0016315159119024154	0.00146579689700085	0.0014604509580064193	0.0018518748607681704	0.0017319959245117756	0.001436774257585883	0.0020232450712649687	0.0015763056365212412
AH	103	Pixel	AH	0.9446194859830477	0.0025022764264191442	0.0025104232414597657	0.002640002811354676	0.0025504937873166212	0.0024774073408361367	0.0024808058616110347	0.0025094131291605965	0.0025815560470116784	0.0030807566131038377	0.002509688742205415	0.0034307608070710135	0.002664256808491207	0.0027460501783296413	0.002417380642337303	0.0024097825422659492	0.0047532371821634965	0.002911198695377149	0.0023730637408020945	0.0033291158660375074	0.002502843553597806
AH	104	Pixel	AH	0.9698773325576354	0.0014146414336686244	0.0014206440610753477	0.001489987427568976	0.0014398685552856714	0.00140210054983559	0.0014024498263368384	0.001419277941877857	0.0014599980832933819	0.0015683125597786105	0.0014172146228776526	0.0018383978040021345	0.0014960890479220894	0.001520883956634111	0.0013666443834377709	0.0013612464517128455	0.0018441697386358687	0.0016135247594078288	0.00133930336983464	0.0018818522294485704	0.0014260606397301294
AH	105	Pixel	AH	0.969818311045015	0.001417279076686241	0.0014232984335771095	0.0014927585522849258	0.0014444011707224094	0.0014047972973708885	0.0014050766532452113	0.001421957318243435	0.0014627690157581637	0.0015712224023208313	0.0014198813157321564	0.0018418020441658286	0.0014988421678149972	0.0015240353262839727	0.0013692009473191733	0.0013638138970867417	0.0018476620648058308	0.0016171027121093364	0.001341805565664935	0.001885231758627177	0.0014287512351656348
AH	106	Pixel	AH	0.9708959595170383	0.0013702577882125076	0.001376635384916463	0.0014433330895266482	0.0013945554556963598	0.0013586172134409825	0.0013589017590977684	0.0013750452364235117	0.0014144631411387044	0.0015188566154539299	0.0013733438067403438	0.0017703207097174503	0.0014508292424792058	0.0014737227222430262	0.0013241872082980079	0.001318927473008259	0.0016243284414554316	0.0015631078009637764	0.0012978639804568516	0.0018232709734717623	0.001473472440220451
AH	107	Pixel	AH	0.9342662737064874	0.0029527770988866686	0.0029712746492927735	0.0031908873483544914	0.0030121505690783095	0.002931956769231183	0.002933502849498307	0.0029676976795682923	0.003052510701271305	0.004323358778320477	0.0029673158171904124	0.0037936815346828107	0.0031260940213319816	0.003214654971743748	0.0028645565646028847	0.002845541966812942	0.004378231060332846	0.00406466454067431	0.002799290099145576	0.004052447573442292	0.003291131700050955
AT_CA	338	Pixel	CN	0.02922898193271577	0.16495826303589733	0.026009351050511127	0.030886083656450323	0.08748576104663115	0.033865131594168756	0.030186135030099513	0.026457638889328384	0.034214562762073034	0.23300011026492923	0.025375057665205702	0.039028249783688795	0.025430627918375824	0.0288431940315127	0.024145057262823035	0.02437503918179704	0.026754953663177147	0.03015054924263155	0.023531876952350407	0.03219175686442579	0.0238816181712073
AT_CA	339	Pixel	AT_CA	0.024434437593123647	0.30395683543384283	0.024654646172898288	0.027337911161133845	0.038944276839666093	0.02330665452092491	0.028804508966411846	0.023743665234505964	0.02506563624464273	0.16405860897414434	0.023873731254417937	0.031191509415227525	0.027331103407480736	0.054249591376729064	0.022263180168849758	0.02256778527679874	0.022460318411025075	0.038549276389809574	0.021894062049472703	0.029149396261607473	0.022162864847286974
AT_CA	340	Pixel	AT_CA	0.008401984317508122	0.8052373007504037	0.009989116704695917	0.014297704133662785	0.013798929501108123	0.009827626749912268	0.008808364272123347	0.008775104879499689	0.009113422551813381	0.01140147763270643	0.00905510949593347	0.011452160113537673	0.008646101364247176	0.008893363228514212	0.008021527060760005	0.008051999776955929	0.008087419912439095	0.012639569347117673	0.00780875568095996	0.009769133103645716	0.007923829422455418
AT_CA	341	Pixel	AT_CA	0.00234317562820692	0.9493516574746782	0.0024517599490462643	0.002736781058800246	0.0025524056711109977	0.002346647713179295	0.0025050104320605516	0.0024101275261799644	0.002559109247491284	0.0034703322612584355	0.002347783224979119	0.002999974716325555	0.0023429578041660373	0.0024587861068706305	0.00227226370728831	0.0022752510514597083	0.002353073053419771	0.003119821217547247	0.00220651605070248	0.0026475190535051023	0.002249047051723936
AT_CA	342	Pixel	CN	0.02005770453257976	0.17158597739513243	0.02718433029167151	0.02184426414627054	0.024451673908453667	0.01968385927449441	0.022184582793031118	0.020005606444929398	0.021486005595660492	0.39361382891759544	0.020061038688017476	0.04002245777131476	0.020264810357965676	0.033150594336930586	0.018983018133432054	0.019160663419831546	0.019183454163541763	0.02459166594959196	0.01855710416542954	0.025094366211829852	0.018832993502296006
AT_CA	343	Pixel	AT_I2	0.019401468679635235	0.16292628039198223	0.027094145188812428	0.021839693351712975	0.4120944542017884	0.022551652321453168	0.027294429857553912	0.020370690431532928	0.020417965297346654	0.040623083647066245	0.019527588329591065	0.026498554116294874	0.019452201925495714	0.020852173551234802	0.01883739338359086	0.018936999130024175	0.018873737369159285	0.023500642885826536	0.018305508948637757	0.022006507904187803	0.01859482908707284
AT_CA	344	Pixel	AT_CA	0.02690610129518367	0.22202660184957312	0.027949278746715062	0.041540687102391324	0.03922142343798627	0.02739243038592651	0.04472445271220599	0.028900435079802986	0.033245202151759724	0.15651127924602004	0.051212341139032384	0.041177821913476534	0.02661287343677429	0.03089959398836878	0.025512348487815244	0.025697910958539388	0.025480402006215333	0.042733623852780164	0.025027267442783094	0.032086399819796746	0.02514152494685355
AT_CA	345	Pixel	AT_CA	0.02995541360407864	0.27936418934548773	0.025533150517533413	0.030926601199500685	0.031294121802413324	0.025057323930923494	0.03594959727964221	0.029330982015834953	0.026412751175564794	0.06612976641966359	0.131856015670307	0.03208757126706938	0.025148125051594538	0.03666074853401743	0.025468644305103535	0.02446094756019145	0.024940726047185363	0.04033139958584908	0.025288876294776223	0.029885920066087136	0.023917128327175966
AT_CA	346	Pixel	AT_CA	0.0036973179464432062	0.9176139092968322	0.0037627569799805563	0.00540671143000528	0.0040019552808502855	0.0037311717286071158	0.0067283926142450426	0.005259379964035043	0.0038870647041567073	0.003922460065636915	0.0037056618712721324	0.004283767967564427	0.0036992403948033123	0.003870336211295608	0.003588622876287649	0.003860525852846556	0.003570004133827532	0.004214358911179377	0.0034820170587831203	0.004174709755774472	0.0035396349555732558
AT_CA	347	Pixel	AT_CA	0.006166748357873323	0.8575555650346827	0.007144015457804522	0.009341108860671169	0.008625270223143942	0.006451702997240289	0.014203994552498083	0.0080522033225558	0.007027005654465515	0.006462312913065898	0.0061856160702978245	0.007077491719037099	0.006165371462688682	0.006427858216470617	0.005953774558561739	0.0059955176525331505	0.00599954594563868	0.006521747450223433	0.005787476998877823	0.006974268872396053	0.005881403679273886
AT_CH	293	Pixel	CN	0.031959385779360215	0.0353742703356407	0.1236557604577927	0.04729796774335669	0.05868415003881597	0.0445785608090877	0.10993187527228739	0.03231761533849965	0.04085567221616109	0.1320584645118781	0.03619157814382089	0.03696515424812529	0.029273212383707864	0.032683161627821575	0.028176106368810263	0.028164486683012684	0.028994204962190545	0.03294395327281877	0.027374899134463372	0.034968078908514576	0.027551441763834
AT_CH	294	Pixel	TMA	0.026953164019515984	0.02765533621519196	0.13688016711833054	0.03735938454132416	0.029362045037505186	0.04656063296137555	0.030303374828791117	0.027321427557879578	0.045580733549789	0.028060783935342094	0.0778114124901403	0.03110632166230957	0.03735338321244201	0.0281318615050119	0.02581989878979687	0.02595054614852224	0.025666293663753118	0.0303409511212181	0.024676360313241198	0.23169383275152827	0.02541208857699136
AT_CH	295	Pixel	CN	0.038518068961715286	0.027611562511233242	0.13320615323625018	0.048486492327664776	0.029368963517701973	0.050738484136385736	0.027583208948742475	0.029683566571176913	0.04367289754146565	0.18128860713836256	0.031037813140199218	0.035700503438820544	0.02897138750352154	0.03153753754523751	0.026527521585550894	0.029160231943116215	0.026838746886607243	0.09338685510612244	0.02575883044651286	0.034944595473789426	0.025977972039823227
AT_CH	296	Pixel	CN	0.06013069660307455	0.030510672230728203	0.11353089276388247	0.04229321511173527	0.03135705665440221	0.060278959608300056	0.030534196719205396	0.031999663622156005	0.03420865271165603	0.1491217608506113	0.032307325086339926	0.036071320263584075	0.07508078095783852	0.033262285929711345	0.029348466200288498	0.04819322857991592	0.027738797581211432	0.036732353507647586	0.02751822302199834	0.0421707608189575	0.027610691176755357
AT_CH	297	Pixel	AT_I2	0.026462602751964347	0.03596788867593302	0.04617675265206897	0.08957999295218533	0.27347811673481975	0.039188547156277904	0.03617870417701099	0.03564036082185434	0.03692494530270289	0.050305548632136966	0.05313662112784045	0.03216540337812239	0.0267248387860022	0.029491344522645794	0.02587407655766564	0.026045553536900013	0.025632848745241167	0.029691650394170533	0.02516490204784339	0.030863286197172008	0.02530601484944191
AT_CH	298	Pixel	AT_CH	0.020383664206449777	0.021550709716547604	0.4175069814134175	0.042134905489696776	0.14578432562727556	0.025366164364336388	0.02334901019520656	0.020909628159455306	0.026969285631938063	0.026698162019222642	0.02189433638472577	0.023027908826907247	0.019911852041408253	0.02107765793580114	0.019387759240587353	0.020071734998822113	0.019148766741461685	0.021884389915934097	0.019208514985711755	0.02474178299637437	0.01899245910872007
AT_CH	299	Pixel	AT_CH	0.0037928074831613343	0.00387898339724568	0.9160069867862998	0.005133532507957947	0.004437732768781917	0.005231855276342552	0.004065036594399746	0.004251340509317136	0.0059206973899688636	0.0039541707870763025	0.004391505163669007	0.004327113049786043	0.003800336285767663	0.003961431414381037	0.003666539146638444	0.00369868801006128	0.003646632740379816	0.004144880335127403	0.003566051350023368	0.004495755647119926	0.0036279233564941024
AT_CH	300	Pixel	AT_CH	0.002096405508941157	0.002154177406249149	0.9550622010287312	0.0033876169531211493	0.002494512136607449	0.002227193253653686	0.0021044269393228074	0.002135114596953565	0.00261364492364168	0.002184525742508133	0.0022092501568183294	0.002389970338577568	0.002094912109435191	0.00218950369822747	0.0020275860437367443	0.0020429799485253797	0.0020156874604407606	0.002210686336013527	0.001971519330444753	0.002383015671729793	0.0020050704163208015
AT_CH	301	Pixel	AT_CH	0.0049114789039069	0.005076156324693057	0.8878172513517407	0.010729026762222689	0.005824816104753716	0.00699463322375704	0.004957623798319989	0.005203316026844907	0.006172344345031503	0.005127344454405784	0.006292622123252844	0.00560689921546138	0.004947314863633272	0.005144076229551931	0.004763669989000879	0.004810943958167299	0.004734315866992846	0.0051845269530305955	0.004635143793492181	0.006348936164835339	0.004717559546905315
