label	time	source	prediction	AH	AT_CA	AT_CH	AT_I1	AT_I2	AT_M	AT_O1	AT_O2	AT_S	CN	DC	DF	DG	ES	GL	HA	SA	SN	SS	TMA	TS
AH	8	Pixel	AH	0.9721274092689239	0.0012339861852827118	0.0012252147225433412	0.0012651095747837787	0.0012479499446923403	0.0011742915763239617	0.0012307244916675536	0.0012075858968487653	0.0011967048245651356	0.0014001518231820085	0.0011891217675081159	0.0013288419986133052	0.0013345077841084088	0.00158003626643752	0.001119143817403208	0.0014565907086619987	0.002012682892222816	0.0019551054574284844	0.0010851018325914446	0.0014908574861504727	0.0021388816800606224
AH	12	Pixel	AH	0.7926237679376816	0.007998100598736832	0.008053525085555353	0.008140255064629497	0.008247874697747412	0.007741718166502759	0.008119134386740246	0.007963254463824234	0.007909144398025095	0.00982750860342373	0.01356290574768974	0.009715714297343185	0.008394689335244006	0.03256683878801848	0.007280039150536551	0.009755804326749745	0.010815986747884598	0.012147974620233993	0.007046644871998976	0.009297815019657563	0.012791303691776395
AH	17	Pixel	AH	0.9835190290792075	0.0007396194545798045	0.0007466561870998461	0.0007700387554040452	0.0007590337799590858	0.0007147701008531801	0.0007474554946257135	0.0007355601509338095	0.0007288841335589692	0.0007802830141109664	0.0007248217402042751	0.0008041553860845943	0.0007751880149219779	0.0009609901922982743	0.000681716148427547	0.0008856018416819989	0.0009007870300641103	0.0012014720733988932	0.0006891635748616135	0.0009178279440951601	0.0012169459036284042
AH	19	Pixel	AH	0.9615250146237828	0.0015676948509486632	0.0015794621453033447	0.0016466524854210952	0.001606956913689023	0.0015154949483324948	0.0015839626008629162	0.0015587780582548302	0.001570600952727093	0.0016133363961710954	0.0015359549160869207	0.0016970789329191888	0.0016626492774793156	0.0020294429724846304	0.0014456867032825549	0.0018862640696437945	0.0018967158122782735	0.0025858825679031293	0.0014362726437847728	0.0019586019072629487	0.006097496221381
AH	23	Pixel	AH	0.7889047415806397	0.006684191098649857	0.006672144910209713	0.007166021868304611	0.0070366658136317645	0.006434691203978411	0.006835995722004343	0.006833607686563558	0.006648106819602525	0.007344760106479855	0.0064697391681683225	0.008313157272558653	0.0070065824383764045	0.008840824753082718	0.006126158124127668	0.00804949834740497	0.06978815808519173	0.01148389238978977	0.005496558705918834	0.008336544783097314	0.009527959122219064
AH	26	Pixel	AH	0.935907490489619	0.002651421352132213	0.0026751384078008526	0.002765545836872164	0.002779023036626439	0.002565092546850941	0.0026972441440105445	0.002637225647645515	0.0026162290346823562	0.0033826422438869713	0.002704101742459656	0.0031542884681105103	0.0028395655750098813	0.0037866709643257826	0.0024410332879706716	0.003196032897568969	0.005774014465453637	0.004538477828576158	0.0023235166730995985	0.0032602611526418666	0.005304984204655848
AH	29	Pixel	AH	0.8351732825562778	0.004450879102141594	0.004464036696504969	0.0047361648626409805	0.004543535009817293	0.004303486576628874	0.00449629170009019	0.004428269895007111	0.004388041516032812	0.004381324071002756	0.004360977637520212	0.004728996720800327	0.004754038050460225	0.005756215330872752	0.004110376049493906	0.005388302589336001	0.00491885967837295	0.007496308815796553	0.004115243027516825	0.005624550253504546	0.07338081986018145
AH	31	Pixel	AH	0.9477396462650742	0.002096370401066075	0.0021148503948124225	0.002363913363741773	0.002144460784494022	0.00209796202491603	0.002152050970601146	0.0020874153635663637	0.0020986821174432775	0.002195446472679854	0.002086451126261751	0.0024009996728950878	0.002297274126510095	0.002771078897064718	0.001930458891783841	0.002522783468245623	0.0024644435036266267	0.003477408187734679	0.001916597409676802	0.0026243755210779117	0.00841733103672792
AH	33	Pixel	AH	0.9786956542477911	0.0009379820386687483	0.0009472202498419526	0.0009783751685487378	0.000963166041127765	0.0009069816720193097	0.0009481752016748914	0.0009327382128297493	0.000940214942688419	0.0009873645416964161	0.000919397264891365	0.0010528933035973556	0.0009832165478878801	0.0012157861466250744	0.0008646184356913431	0.001144142639221964	0.0011248744089961701	0.0015527274485409028	0.0008588860351941778	0.0011618239482272994	0.0018837615042392875
AH	43	Pixel	AH	0.9857992209541101	0.0006421027670280696	0.0006485434343047832	0.0006681827840666793	0.0006587680494345381	0.0006206220562321843	0.0006490154174067931	0.0006383945785967912	0.0006329025545746576	0.0006786903220900892	0.0006295048940086688	0.0006960016717032463	0.0006732691311097116	0.0008306871735390041	0.0005919092624667007	0.0007692364708044563	0.0007273165606242292	0.0010444555918555224	0.0005892279019852671	0.0007965294158758454	0.001015419008182479
